score,description,date
"1,0","Ao contrário do que o produto informa, a camera não é compatível com a Alexa. Conforme o próprio suporte técnico da TP-Link informou, a câmera só fica 10min conectada na Alexa e depois ela sai a imagem e é preciso reconectar.",19 de janeiro de 2022
"4,0",Tudo é bom. Imagem. Gravação. Ela é bonita. Rápida. Gira. Já a integração com Alexa existe mas não tem nenhuma ação disponível. Não dá pra fazer nada na Alexa com ela.,26 de janeiro de 2022
"5,0","Imagem de alta qualidade, o microfone é muito bom. Uso como babá eletrônica e funciona super bem no Wifi. O App é fácil de usar,  só não consegui compartilhar a câmera.",23 de julho de 2021
"4,0","Boa qualidade de vídeo, Aplicativo funciona muito bem. Adorei a minha compra.A captação de som que não achei muito boa, qualidade ruim, e, em adicinal, notei uma pequena falha: se você falar através do aplicativo, o som captado através da câmera para por um tempo.",18 de junho de 2021
"3,0","Funciona de boa, qualidade ótima, modo privacidade parece funcionar bem. Rotação não é lá essas coisas. Saiba que integração com a alexa é Zero",5 de janeiro de 2022
"5,0",atendeu as expectativas. nada de muito fora do que é o normal de uma câmera de monitoramento.,3 de novembro de 2021
"5,0","A câmera, mesmo à noite, possui boa imagem. Consigo monitorar a casa e os pets a distância.",6 de dezembro de 2021
"5,0","Bom custo benefício! Adorei, prática e de ótima qualidade. Entrega super rápida",29 de julho de 2021
"5,0","Produto show de bola, imagens top , visão noturna top, e para finalizar lançaram o sensor de movimento, e armazenamento nas nuvens . Super recomendo",4 de janeiro de 2022
"4,0",O fio poderia ser branco para ser mais discreto. As cores não são muito boas. Mas no restante é excelente. Recomendo sim.,30 de julho de 2021
"5,0",câmera espetacular. Visão noturna perfeita. Diurna tbm. Produto muito fácil de instalação,13 de outubro de 2021
"3,0","Apesar da qualidade da câmera, assim como todas as funções terem funcionado, a câmera não conecta na rede wifi 5G, ficando muito lenta.",4 de novembro de 2021
"5,0",Compre essa câmera para monitorar meu cachorro enquanto estou fora de casa. Acesso de qualquer lugar através de meu smartphone. Só acho que seria legal conseguir acessá-la de um computador.,9 de outubro de 2021
"5,0","O produto chegou muito rápido, e bem embalado. A câmera entrega tudo que descreve o anúncio, tem fácil manuseio e instalação. Ótima para segurança e acompanhamento dos ambientes internos ou cobertos.",5 de outubro de 2021
"2,0","A câmera em si é boa, mas o app é péssimo. Vira e mexe, estou na rua usando dados móveis e a câmera aparece offline pra mim. Só aparece online  quando eu volto pro wi fi. Vários têm o mesmo problema. Não vale a compra.",15 de fevereiro de 2022
"5,0","Excelente, único problema é que se cai a energia você tem que tirar da tomada e colocar novamente.",13 de janeiro de 2022
"5,0","Gostei da fácil instalação, a possibilidade de ver ouvir e falar com o ambiente que a câmera opera.Poderia vir com sensor de acompanhamento de movimentos automáticos, e a possibilidade de definir áreas de vigilância com movimentos programáveis também automáticos.",17 de maio de 2021
"5,0",Comprei para ser uma babá eletrônica e está suprindo todas as minhas necessidadesFácil de usar e da pra ver de qualquer lugarDependendo da conexão trava um pouco e o áudio não sai,13 de janeiro de 2022
"3,0","Ótimo produto, porém o áudio e o microfone, deixam um pouco a desejar, também não sem sensor de movimento, de resto é uma excelente câmera, perfeita em qualidade de imagem de dia e de noite.",22 de novembro de 2021
"5,0",Sem duvidas o melhor custo beneficio!!Super fácil de instalar;Aplicativo excelente;Qualidade de construção do produto superou minhas expectativas;Imagem excelente.,15 de julho de 2021
"5,0","Excelente produto,deixo uma ressalva que nem sempre recebo alerta de movimento,não me faz falta por utilizar a câmera para monitorar meu pet,mas para outras situações seria complicado. Imagem excelente e boa qualidade de áudio.",18 de abril de 2021
"5,0","gostei muito do produto, qualidade do video, do microfone e opcoes de movimento.",10 de agosto de 2021
"5,0","Bom custo benefício. Ponto fraco: quando você compartilha o equipamento, a pessoa que tem acesso não consegue virar a câmera. Pede um pouco o sentido do 360°.",23 de junho de 2021
"5,0",É um produto de barato em relação aos concorrentes. Uma ótima câmera para servir de babá eletrônica ou de animais. Para segurança acredito que seja necessário um produto que armazene imagens na nuvem ou fora do próprio aparelho.,7 de junho de 2021
"5,0","Camera muito boa!! A imagem é otima, o sensor de movimento funciona muito bem e a visao noturna é top. A instalacao tb é super facil. Porem nao funciona em rede 5G. Valeu cada centavo. Vou comprar outra.",14 de novembro de 2021
"5,0","Excelente produto!ótimo investimento!Imagem noturna perfeita, imagem diurna também.App do celular é excelente, a voz sai perfeita, dá pra ouvir também muito bem.Adquiri como baba eletronica.De fácil instalação!",16 de setembro de 2021
"4,0","Não gostei do audio que a camera emite, o audio que chega no aplicativo é bom mas o audio que a camera emite é ruim, fica com eco, não sei se é um problema da minha camera ou se é alguma configuração.",17 de março de 2021
"5,0","imagem boa. captação de som boa. o sensor de movimento é sensível até demais, mas da pra configurar direitinho pelo app, senão fica apitando o tempo todo.",27 de janeiro de 2022
"1,0","Comprei 3 câmeras desse modelo e enhuma acueta o cartão SD, tentei o de128 o de 2 o de 4 Gb e nenhum ela aceita. Uma verdadeira porcaria, decepcionada, pois comprei pra gravar e não grava, pois não tem memória.",10 de janeiro de 2022
"5,0","Produto excelente, chegou super rápido, sensor aciona minhas notificações sempre que detecta movimento, quando não quero que filme, pelo app já aciono o modo p não filmar… excelente! Fácil instalação!",11 de março de 2022
"5,0","Ótimo custo benefício! Estou usando como babá eletrônica! O interessante é que consigo me comunicar com a bebê pela câmera, já que ela tem microfone!",15 de abril de 2021
"5,0","Excelente câmera, veio mal embalada, comprei duas câmeras e enviaram nas caixas das mesmas num envelope. As caixas chegaram amassadas. Espero q Amazon melhores suas embalagens.",6 de março de 2021
"5,0",Facilidade de direcionamento pelo celular.Qualidade da imagem e do som.,27 de maio de 2021
"5,0","Produto excelente, ótima qualidade de imagem, modo noturno e sensor de movimento tudo certinho. Não echo show ainda para integrar mas é um ótimo produto",11 de setembro de 2021
"5,0","ótima câmera. Imagem boa, aplicativo conecta rápido e a controla bem.Queria adquirir mais uma para colocar no quintal, mas precisaria ter uma proteção.",7 de agosto de 2021
"5,0","Cumpre o que promete. Visão noturna perfeita. Imagem em full HD, e HD também. O único ruim é o alto falante que vem nela que não é muito bom, mas verdade é ruim. Tirando isso, tudo perfeito.",15 de abril de 2021
"5,0",Superou minhas expectativas. Muito boa câmera.,14 de dezembro de 2021
"4,0",A camera em si funciona bem pelo aplicativo mas só exibe a imagem na alexa sem permitir movimentos por comandos de voz da alexa.,24 de junho de 2021
"5,0","Imagem ótima, funções muito boas no app, porém gastei comprando cartão sd de 128 e depois 64g e a câmera não reconheceu, só reconheceu quando comprei um de 32gigas. Gostaria que gravasse por mais tempo.",26 de dezembro de 2021
"4,0","O meu problema é que a base com a qual a câmera é fixada, sumiu; assim não consigo fixar a câmera no teto como fiz com a outra câmera igual a esta.Estou procurando uma forma de obter ou comprar outra base de fixação",20 de outubro de 2021
"5,0",Produto ótimo para segurança e de fácil instalação. Uso bem fácil também. Minha única ressalva é que esse modelo só permite que um usuário/aparelho tenha acesso à mídia,11 de agosto de 2021
"4,0","Produto muito bom, cumpre o prometido, antes eu tinha outra que não consegui configurar o IP para monitorar remotamente mas está tem o aplicativo próprio que vc usa sem complicações.",27 de fevereiro de 2022
"5,0","Produto de ótima qualidade, app muito intuitivo.  Instalação simples e ótimo custo benefício.A qualidade de imagem é muito boa e a visão noturna faz muita diferença, comprei 3 câmeras para minha loja e vou comprar mais.",5 de agosto de 2021
"2,0",Não movimenta a câmera automaticamente ao perceber o movimento.Diversas outras câmeras mais baratas possuem esse recurso básico.,14 de janeiro de 2021
"5,0","Ótima relação custo/benefícioPelo preço, inclusive, eu achei que ela entregaria muito menos do que entregaRecomendo a compra sem sombra de dúvidas, e pretendo comprar mais câmeras iguais",12 de maio de 2021
"5,0","Imagem super nítida! Adorei o produto. Ainda não usei à noite, então não sei bem em relação ao modo noturno. Microfone e som também funcionam super bem. Superou minhas expectativas!",13 de dezembro de 2021
"5,0","Excelente!! Posso compartilhar as imagens câmera com a família, inclusive!! Sensor de movimento sensível e capta qualquer alteração no ambiente. Visão noturna muito boa e a qualidade da imagem é perfeita!! Super indico!!",4 de junho de 2021
"5,0",Gostei muito. Imagem excelente. Comprarei mais com certeza!,1 de agosto de 2021
"5,0","A câmera é muito boa! A imagem, mesmo na visão noturna é excelente, obedece bem os comandos do 360°, tem um ótimo custo x benefício pelo que entrega",1 de dezembro de 2021
"5,0",A câmera funciona muito bem. O aplicativo é fácil de usar.A visão noturna também é muito boa.,23 de novembro de 2021
"5,0","Produto chegou super rápido. Bem antes do prazo estabelecido. Atendeu as minhas necessidades, em ambiente interno, no caso coloquei-a na sala do meu apartamento.",14 de julho de 2021
"2,0","Produto com boa imagem e facil instalação.Qualidade do audio é nota zero, tanto na transmissão quanto captação.  Não tem como ver as cameras no computador, só pelo celular ou tablet.",27 de dezembro de 2020
"5,0",Além da entrega super rápida o equipamento é excelente. Fácil de instalar e com ótima qualidade na imagem.,21 de agosto de 2021
"5,0","O produto é excelente, vídeo bom, sensores funcionam, o áudio pode ter um certo delay por causa da internet mas nada que atrapalhe. Vai ser super útil para acompanhar minha mãe que mora longe. Super indico 😬",12 de dezembro de 2021
"5,0",Comprei para monitorar minha netinha e minha filha usa como babá eletrônica. Já verdade e muito melhor que uma babá eletrônica.,4 de março de 2022
"1,0","3 cartões micro sd e a câmera não reconhece leitura, logo não é possível gravar imagens.",8 de outubro de 2021
"5,0",A qualidade é muito boa e é muito fácil de usar baixando o aplicativo.,26 de outubro de 2021
"1,0","Minha câmera durou apenas 9 dias e deu problema, solicitei a troca porém não consigo acha nota fiscal em canto nenhum. Estou me sentindo enganada, perder quase 300 reais, porque não tem suporte nenhum na Amazon.",18 de novembro de 2021
"1,0","Funciou por 6 dias, daí atualizou sozinha e não funcionou mais.",24 de março de 2021
"5,0",Estou amando este produtoDe ótima qualidadeCusto benefício e funcionalidade,7 de abril de 2021
"2,0","O aplicativo da câmera é ok, mas comprei ela principalmente para usar com a Alexa.Há vários relatos recentes que a câmera não funciona mais com a Alexa e o mesmo acontece comigo.",12 de outubro de 2021
"5,0","Ótima câmera, app fácil de usar, instalação fácil. Uso de babá eletrônica, visão noturna muito boa e áudio muito bom.",12 de outubro de 2021
"5,0","A câmera é muito boa , e grava em 1080 p.",3 de outubro de 2021
"3,0","Vale pelo preço porém atenção para quem quer usar junto com a Alexa echo show pois só mostra a câmera por 10 minutos ,não servindo para monitorar bebês.",9 de maio de 2021
"5,0","A camera me surpreendeu positivamente. Iria comprar uma da china mas ainda bem que peguei essa, além de ter pago mais barato, comprei em um dia e chegou no outro. A qualidade da imagem é excepcional e os alertas de movimento funcionam muito bem.",28 de abril de 2021
"5,0",Uma imagem muito limpa e qualidade perfeita. O sensor de movimento pega até o movimento de uma pessoa na tv. A imagem noturna dela eh impressionante.,10 de maio de 2021
"5,0","A qualidade da imagem me impressionou! O único ponto que acho que poderia ser melhor é a qualidade do áudio para comunicação com a câmera, mas a função já quebra muito o galho.",11 de agosto de 2021
"5,0",Câmera muito boa superou minhas espectativas wi-fi funciona muito bem a minha está a uns 15 metros e o tempo de resposta e muito bom visão noturna funciona bem,6 de dezembro de 2020
"5,0",Uso o produto para monitorar o sono da bebê.A qualidade de imagem é muito boa. Tanto a visão diurna quanto a noturna são excelentes. Atende perfeitamente àquilo que o produto propõe. Estou muito satisfeito,17 de outubro de 2021
"5,0","Fácil de usar, qualidade muito boa de imagem. O som não é dos melhores do mic não é dos melhores, mas...",30 de março de 2021
"2,0","Comprei na expectativa de que integrasse com a Alexa podendo ver a imagem da câmera por ali. Não funciona. Não tem interação alguma com Alexa. Do mais, para uma câmera de segurança, funciona muito bem.",8 de agosto de 2021
"4,0","O produto chegou rápido e atendeu às expectativas. Só acho que o som poderia ser um pouco melhor e a velocidade de movimento dela poderia ser um pouco mais rápido.Mas no geral, foi uma bela compra até aqui.",3 de agosto de 2021
"5,0","Excelente produto, retorno satisfatório. A qualidade da imagem é espetacular. Pelo valor, o sensor de movimento é dispensável.",8 de julho de 2021
"5,0","Realmente essa câmera tem as características necessárias para satisfazer diversos públicos. Excelente imagem, sensor de movimento e gravação apenas acerca do mais importante.",12 de abril de 2021
"4,0","Ótimo custo-benefícioFácil de instalar, qualidade razoávelNão funciona com alexa em qq device somente no alexa com monitor e no firestick.",13 de setembro de 2021
"4,0","Produto de qualidade, só decepciona na integração com a Alexa, pois não existe nenhuma, apenas o reconhecimento dela na rede.",18 de março de 2021
"5,0","O produto me surpreendeu. Ótima qualidade da câmera, ainda consigo dar zoom pela tela do celular (zoom apenas na imagem filmada, não é da câmera) e me atendeu muito bem.",18 de outubro de 2021
"4,0","Ótimo produto.Somente senti falta de, quando compartilhada, você ter a opção de deixar a outra pessoa movimentar a câmera. A solução precária para isso é compartilhar o login.",28 de setembro de 2021
"5,0","Instalação e config simples ! Mto prática. App intuitivo e bonito (diferente das câmeras ""genéricas""). Imagem noturna excelente. Recomendo.",8 de agosto de 2021
"5,0","Produto 100% atende tudo o que esta descrito, fácil instalação e praticidade, imagem boa, visão noturna boa, app para manuseio muito bom, microfone bom e auto falante tbm, compra sem medo pq atende todos os requisitos!!!",18 de julho de 2021
"5,0","Qualidade perfeita para ser usada em local interno, inclusive em ambiente externo e à noite, que é onde está sendo usada (monitorando meus veículos no estacionamento público, do primeiro andar do meu prédio).",29 de julho de 2021
"5,0","Vale muito a pena, o preço é excelente, é fácil de instalar, fácil de operar e produz resultados excelentes. A imagem é ótima. O áudio é bom, não é como uma chamada telefônica, mas serve ao propósito.",22 de setembro de 2021
"4,0",Mas a integridade com a Alexa não funciona como esperado!E o suporte deles são péssimos!,19 de julho de 2021
"5,0","A imagem é excelente.  Fácil instalação. Aplicativo não trava e uito eficiente para mudar ângulo de visão,  tem zoom Recomendo veementemente",10 de novembro de 2021
"5,0","Produto de excelente qualidade recomendo muito , comprarei mais vezes obrigado",22 de maio de 2021
"5,0","Produto bom. Estou usando na aba externa da minha casa, onde não pega chuva, e estou satisfeita com o produto.",4 de março de 2022
"5,0","Câmera de Monitoramento 360º  Tapo C200, correspondeu as minha expectativas, imagem excelente, som muito bom, consigo ouvir até os pássaros que passam na janela da área de serviço.Recomendo essa câmera!",4 de junho de 2021
"5,0","Essa câmera é muito boa, não deixa nada a desejar. Qualidade de imagem, sensível aos movimentos, visão noturna de qualidade. Estou super satisfeita. Tenho 3 e vou comprar mais",3 de fevereiro de 2022
"5,0","Funciona muito bem com Alexa, tem qualidade na imagem (mesmo em modo noturno) e tem um log de movimentos bem longo.",10 de junho de 2021
"5,0","Simples de instalar e utilizar. Além disso, o produto possui muitas funcionalidades, como movimentação vertical e horizontal, gravação e ligação de audio, as quais funcionam de maneira muito satisfatória.",21 de outubro de 2021
"5,0",Camera compacta com excelente imagem tanto diurna quanto noturna. Instalação rapida e fácil através do aplicativo. Vale muito a pena,18 de dezembro de 2021
"5,0","Câmera excelente, fácil de configurar e com recursos interessantíssimos. O equipamento cumpre tudo o que promete, mas poderia ficar ainda melhor se tivesse a opção de armazenamento na nuvem.",15 de setembro de 2021
"5,0",Camera ótima com sensor movimento e qualidade excelentes! Recomendo!,13 de abril de 2021
"4,0",Ótimo produto.Ótima imagem.O aplicativo é bom. A função fora de casa aplica a configuração a todas as mesmo tempo.Integração com Alexa echo show,1 de janeiro de 2021
"5,0",Excelente produto. Lamento somente a limitação de 03 pessoas terem acesso ao aplicativo para acompanhar o local onde foi instalada.,1 de novembro de 2021
"5,0","Muito satisfeito, fácil de instalar e configurar.",4 de julho de 2021
"3,0","A imagem é boa mas fica desconectado toda hora, e o convidado não conseguem interagir com a câmera e número máximo de convidados e apenas 2.",14 de outubro de 2021
"5,0","Qualidade de imagem ótima, tenho uma calopstita e o sensor de presença funciona quando ela bate as asas, caminhando não registra.",11 de outubro de 2021
"5,0","A imagem dela é muito boa, e o app Tapo funciona sem problemas. Podem comprar sem medo.",13 de janeiro de 2022
"5,0",Excelente produto eu recomendo!,2 de dezembro de 2021
"5,0",Melhor custo benefício. Comprei pra monitorar meus cães enquanto estou no trabalho e estou positivamente surpreso com a qualidade da câmera e também do aplicativo. Recomendo,9 de dezembro de 2021
"5,0","Produto com boa relação custo benefício. Fácil de configurar, excelente qualidade de imagem, aplicativo intuitivo e organizado. Interação com alexa e google.",24 de novembro de 2021
"5,0","Muito boa, consegue mudar a posição da câmera pelo aplicativo, boa amplitude e imagem da câmera",15 de setembro de 2021
"5,0","Produto de excelente qualidade, recomendo",25 de dezembro de 2021
"5,0",Muito bom o produto ... Fácil de instalar e muito rápido para programar e iniciar ela.... Ótimo produto,11 de outubro de 2021
"5,0",Cumpre o que promete e ainda tem a possibilidade de integrar com outros aparelhos (como a ecoshow - da Amazon) para fazer o monitoramento. Serve como câmera de segurança e como babá eletrônica.,7 de abril de 2021
"3,0","Prós:A câmera tem boa qualidade de imagem e fácil de mexer.Contra: Não consigo acessar as imagens pela tv, e pela Echo Show tem um time de 5 min que sai automaticamente.",12 de agosto de 2021
"5,0",Gostei de tudo. É fácil configurar.,27 de setembro de 2021
"4,0","Fiz apenas 1 teste, e neste teste deu tudo certo, mas para uma melhor avaliação preciso deixa-la ligada por pelo menos 1 semana e realizar teste de visualização, áudio e conexão.",24 de agosto de 2021
"5,0","Camera excelente, imagem ótima, visão noturna e diurna muito boas.Instalação rápido e com o app da tplink vc acessa facilmente.Função ligação é excelente para se comunicar com alguém em casa.",15 de junho de 2021
"5,0",Pelo preço pra mim não tenho que reclamar não. Entendo que pra ter uma câmera de segurança boa mesmo custa bem mais caro.Tá me atendendo em partes essa tapo c200,11 de março de 2022
"5,0","Produto de ótimo custo benefício, aplicativo bem auto explicativo, imagem diurna e noturna bem nítidas, angulação de rotação boa, não gira todo 360, precisa girar para um lado e depois para outro e assim consegue cobrir todo o espaço.",12 de março de 2021
"4,0","A câmera é baratinha, não adianta ter grandes expectativas, achei o áudio do microfone da câmera com muito ruído, parece um sistema de squelch ruim, no mais pelo que se paga é bem satisfatório.",5 de julho de 2021
"5,0","Otima em tudo, facil instalação, não  tem nuvem mas possui local para cartão sd , vale a pena sem dúvida.",23 de agosto de 2021
"5,0",Muito simples de usar e configurar!,11 de novembro de 2021
"5,0","Produto excelente qualidade, pois para ter um suporte com de integração com echo seria com modelos que possui tela, fora isso o app da câmera atende muito bem recomendo bom custo beneficio.",22 de julho de 2021
"2,0",Não da pra ouvi nada no áudio  . Está chiando  muito  .,16 de maio de 2021
"4,0","Não conecta a rede 5GHz.Não tem como configurar presets para gravação em movimento.Camera só se movimenta com comandos manuais.Custo beneficio muito bom, boa imagem e som.",21 de maio de 2021
"5,0",Amei a câmera...a imagem bem natural e realmente incrível...A entrega foi rápida e eficaz...Veio bem embalado e super rápido...,12 de maio de 2021
"5,0","Boa qualidade, recomendo, vendedor ótimo é confiável.",17 de novembro de 2021
"5,0","Produto com mto boa imagem, fácil configuração. Aplicativo simples e eficiente. Câmera ainda pode ser mostrada por comando de voz em dispositivos Google e Amazon.",31 de dezembro de 2021
"4,0",Ficou devendo na qualidade da imagem.Fácil de configurar e utilizar o App dela.Recomendo o produto,12 de junho de 2021
"5,0","Excelente produto!  A visão noturna poderia ser melhor, pois os leds infra vermelho são insuficientes para uma melhor definição.",20 de agosto de 2021
"5,0","Câmera muito boa, e a instalação muito fácil e intuitiva!!! Já adquiri duas …Ótimo custo benefício e com um cartão microSD de 64gb grava uma semana toda, e com indicativos de quando houve movimento!!!",30 de junho de 2021
"4,0","Gostei muito da câmera, é bem simples de instalar, eu só gostaria que gravasse em nuvem e que fosse possivel mais de uma pessoa controlar a câmera, somente uma pessoa pode controlar, a outra só pode ver.",6 de agosto de 2021
"5,0",Gostei de quase tudo. Tenho uma Alexa echo dot e apesar de ter a skill tapo o app da Alexa diz q não consegue mostrar a imagem ao vivo. Mesmo assim vou comprar mais uma igual,5 de junho de 2021
"5,0","Qualidade incrível de imagem, recomendo! Comprarei outros",7 de julho de 2021
"5,0",Produto chegou bem acondicionado.Entrega no prazo.Ótima câmera IP,11 de setembro de 2020
"5,0",Gostei muito do produto. Facilidade de manuseio do aplicativo e imagem excelente. Comprei para segurança interna e monitoramento de idoso. Comprei também a memória.,24 de novembro de 2021
"5,0","A imagem da câmera é excelente, super nítida. Também capta o som ambiente (o que eu nem tinha visto quando comprei). É super fácil de instalar e o app é muito fácil e bom! Excedeu minhas expectativas!",10 de abril de 2021
"5,0","Top de mais, a cada atualização melhor vau ficando, emagem perfeita, boa qualidade de só. A noite ver todos os detalhes no infra vermelho. Eu recomendo",30 de junho de 2021
"5,0","O produto é excelente. Recomendo. O único ponto negativo é a não autonomia dos usuários adicionais. A imagem é de alta qualidade, os controles tem precisão e resposta muito boas.",19 de outubro de 2021
"5,0",É tão bom que até quando ativa o infravermelho para quando tá tudo escuro que um barulho bem baixo de clique é perceptível. Mas nada que vá atrapalhar nas funcionalidades em si.,26 de junho de 2021
"5,0","Gostei muito, superou as espectativas. Funciona muito bem.. só não descobri ainda como passar para tv",21 de outubro de 2021
"1,0","Aparelho muito bom, mas não funciona o acesso fora da rede local.Em conversa com o suporte do produto, não tive nenhuma ajuda.Devolvi e comprei um da Positivo e funcionou fácil.",28 de setembro de 2021
"5,0","Otimo produto, de fácil  instalação e operação, o aplicativo funciona muito bem e de fácil operação.",12 de novembro de 2021
"5,0","A câmera possui uma boa imagem e conecta bem à rede de internet, sem quedas que atrapalhem o seu funcionamento. Não é a melhor do mercado, mas tem um ótimo custo-benefício",19 de julho de 2021
"4,0","Cumpre com o que promete, somente a filmagem não é em tempo real, dá alguns cortes na imagem, mas é um bom investimento.",6 de agosto de 2021
"5,0","A mídia não pôde ser carregada.
                




   A câmera é perfeita... Superou minhas espectativas..Uso como babá eletrônica e é maravilhosa.. E a entrega foi super rápida.. Super indico...Parabéns",24 de junho de 2021
"4,0","A qualidade da imagem tanto diurna quanto noturna é muito boa, o modo de detecção de movimentos funciona bem. Fácil de instalar e manusear. Para o que se propõe, o produto é bem satisfatório.",22 de junho de 2021
"5,0",Atendeu as minhas expectativas!,15 de setembro de 2021
"5,0","Gostei muito, excelente custo benefício e controlada por um ótimo aplicativo.",16 de novembro de 2021
"5,0","Ótimo produto, ótima imagem tanto noturna quanto diurna, muito fácil de configurar comprei 3 cameras e pretendo comprar mais, valeu muito a compra.",28 de junho de 2021
"5,0","Muito fácil para instalar, bem configurada funciona perfeitamente, modo de movimento e de alarme são ótimos e funcionam super bem.",28 de dezembro de 2020
"5,0","Ótimo produto, com qualidade de imagem excelente. Aplicativo muito bom, típico da TP-Link.",17 de março de 2021
"5,0","Cumpre o que promete, é uma boa câmera. Ela é bem bonita, só um pouco maior do que eu esperava. Bom áudio, bom alto falante e a imagem também é boa, aliás dá pra dar 2x Zoom.",27 de outubro de 2020
"1,0",O produto parou de funcionar no segu do dia de uso.,22 de junho de 2021
"4,0",Só falta ela conseguir se movimentar sozinho quando ocorre um movimento ela acompanha-se o alvo.,16 de novembro de 2021
"4,0",Realmente entrega oq promete.Só precisa aprimorar a integração com a Alexa q eh mínima. Comparado com a i2go eh muito melhor a imagem. Além disso a i2go não funciona com alexa ( lixo).,26 de abril de 2021
"5,0","Adorei o produto, além de uma marca que gosto muito (TP-LINK) ela superou minhas expectativas. A única coisa que acho que poderia ser melhor é o áudio!",3 de setembro de 2020
"5,0","Bastante simples mas cumpre o que promete. Se tiver orçamento, vale a pena investir em alguma que salve em nuvem. Se não houver necessidade, essa já atende perfeitamente.",23 de agosto de 2021
"5,0","Adorei a qualidade das imagens está nos atendendo super bem !!! Recomendo o produto, excelente qualidade !",21 de setembro de 2021
"5,0",Sensor de movimento teria que ser mais eficaz,14 de outubro de 2021
"4,0","Produto bom, porém o vendedor sobe de preço com frequência. Inclusive, ia comprar mais, mas está impossível. Só nesta semana, subiu o preço duas vezes. Perde a credibilidade.",9 de novembro de 2021
"5,0",Superou as expectativas. Imagem com qualidade excelente.Fácil manuseio do aplicativo.Compatível com Hubs de automação.O som é bom para o que se propõe.,22 de dezembro de 2020
"5,0","A câmera é muito boa, tem um excelente custo benefício e funciona muito bem, coloquei ela para monitorar a atividade das crianças.",28 de outubro de 2021
"5,0","Valeu muito a pena, assisti um video no YouTube apresentando as funções do aplicativo para manuseio da câmera, o que me ajudou a tirar 100% de proveito. Não tenho nenhuma queixa.",7 de outubro de 2021
"5,0","A imagem tanto de dia como q noite são maravilhosas !Levo pra todo lugar, quando saio de casa só precisa de uma boa internet",2 de março de 2022
"5,0","Câmera super completa, estou feliz com minha compra",16 de março de 2021
"5,0","Produto excelente. Câmera de ótima qualidade, imagem muito boa e e 360 graus. Sério, super satisfeita",3 de setembro de 2021
"4,0","Eu esperava menos de uma câmera da TPLink, mas para minha surpresa o produto é muito bom",1 de dezembro de 2020
"5,0","Gostei pela integração dela com a Alexa e com o Google assistente, ponto fraco é que não fica tempo todo, após alguns minutos se desconecta do chromecast e firestick",22 de dezembro de 2021
"5,0","Ótima câmera, a melhor que já comprei. Linda e diacreta.Aplicativo charmoso e fácil de usar.",8 de julho de 2021
"3,0","Diz que é compatível com Alexa, mas, na prática, não tem nenhuma funcionalidade. Devolvi.",7 de março de 2021
"5,0","Impressionado com a rapidez da entrega. Comprei no sabado e na segunda na hora do almoço chegou. Nunca tive entrega tao rapida kkk. Camera muito boa, otima.",21 de fevereiro de 2022
"5,0","Ótima imagem e fácil de configurar, a visão noturna é muito boa.Estou usando como babá eletrônica, o microfone é bom e está me ajudando muito.",29 de outubro de 2021
"5,0","Câmera muito boa. Muito fácil de instalar e se utilizar.Estou usando em viagens para deixar os filhos pequenos sozinhos no quarto com segurança. Só ligar na tomada, conectar na internet e pronto",8 de janeiro de 2021
"5,0",Produto de excelente qualidade! Utilizamos como babá eletrônica e ela funciona super bem. De fácil instalação e portabilidade.,9 de novembro de 2021
"4,0",Algumas vezes trava e é preciso reiniciar,15 de fevereiro de 2022
"4,0",boa resolução mas tem que comprar um cartão de memória,17 de fevereiro de 2022
"5,0","Ele é ótimo bem rápido quando criado um ponto de visualização, a imagem é boa quando não se dá zoom. Mas vale apena. Raramente cai a conexão. Mas é só retirar e colocar na tomada.",13 de julho de 2021
"3,0","O som não funciona muito bem, falha bastante. Não tem função de seguir o movimento - fica parada onde você deixar. A conectividade é fácil e o app fácil de usar e funcional.",20 de junho de 2021
"5,0",Imagem muito boa.,4 de novembro de 2021
"5,0","A qualidade da imagem é muito boa, mesmo no modo noturno. É ideal para quarto de bebê, pois permite acompanhar a movimentação e tem sensor de movimento. Gostei.",3 de novembro de 2021
"3,0","A imagem dela é boa, ela transmite o áudio do ambiente perfeitamente, só não dá pra falar com alguém que tiver no ambiente, pois a voz sai falhando na câmera, fora isso e boa.",31 de maio de 2021
"5,0",Uma câmera que é um excelente custo benéficio.Boa qualidade de imagem e atende para todos aqueles que querem a câmera para algo simples e objetivo.,11 de março de 2022
"5,0",Camera bem leve. De facil instalação. O app super prático de mexer.Comprei para o quarto das crianças e tem dado super certo. Super indico.,8 de outubro de 2021
"4,0","gostei de modo geral, para de enviar alertas após quedas de energia, quando volta, desatualiza a data e para de enviar alertas",29 de agosto de 2021
"5,0",A câmera é de fácil instalação. O app para acompanhamento é excelente. Uma das melhores câmeras que já tive. Muito superior aos modelos da dlink que possuo.,29 de maio de 2021
"5,0","Atende todas as necessidades. Só gostaria q mais de um disposição pudesse acessar os comandos, pq apenas um celular pode com dar os outros são apenas compartilhados.",22 de novembro de 2021
"4,0","demora uns 5 segundos para atualizar a imagem, o sensor de movimento dá muito falso movimento",5 de dezembro de 2020
"1,0",Câmera funciona bem mas não conecta com Alexa!!Alexa fala que não serve pra vídeo! Não compre,29 de junho de 2021
"5,0",Estou muito satisfeito com a câmara e com o aplicativo! Muito completo e cheio de funções. Apenas o interfone que deixou a desejar por apresentou muito ruído na comunicação.,23 de setembro de 2021
